model,dist_mode,state,scenario,total_2100_TgC,forest_2100_TgC,hwp_2100_TgC,npv_0.03,npv_0.05
CEM,nodisturb,MS,conservation,321.2,310.9,10.3,88,60
CEM,disturbed,MS,conservation,314.4,304.2,10.2,87,60
FVS_cal,nodisturb,MS,conservation,1049.9,1023.3,26.6,171,105
FVS_cal,disturbed,MS,conservation,1033.5,1007.1,26.4,170,104
FVS_def,nodisturb,MS,conservation,1521.2,1485.5,35.7,209,123
FVS_def,disturbed,MS,conservation,1499.7,1464.4,35.3,207,123
YieldCurve,nodisturb,MS,conservation,765.7,743.6,22.1,154,97
YieldCurve,disturbed,MS,conservation,751.8,729.9,21.9,153,96
CBM,nodisturb,MS,intensive,496.3,410.7,85.7,691,461
CBM,disturbed,MS,intensive,486.3,401.6,84.7,688,459
CEM,nodisturb,MS,intensive,175.6,134.1,41.6,444,322
CEM,disturbed,MS,intensive,170.2,129.2,41,442,320
FVS_cal,nodisturb,MS,intensive,697.3,579.7,117.5,874,562
FVS_cal,disturbed,MS,intensive,683.9,567.6,116.2,869,560
FVS_def,nodisturb,MS,intensive,1059.2,897.8,161.4,1075,665
FVS_def,disturbed,MS,intensive,1041.5,881.8,159.8,1069,662
YieldCurve,nodisturb,MS,intensive,465.9,371,94.9,785,520
YieldCurve,disturbed,MS,intensive,454.5,360.8,93.7,781,518
CBM,nodisturb,MS,reserve,832,832,0,0,0
CBM,disturbed,MS,reserve,819.2,819.2,0,0,0
CEM,nodisturb,MS,reserve,362.4,362.4,0,0,0
CEM,disturbed,MS,reserve,355.2,355.2,0,0,0
FVS_cal,nodisturb,MS,reserve,1143.9,1143.9,0,0,0
FVS_cal,disturbed,MS,reserve,1126.8,1126.8,0,0,0
FVS_def,nodisturb,MS,reserve,1642,1642,0,0,0
FVS_def,disturbed,MS,reserve,1619.7,1619.7,0,0,0
YieldCurve,nodisturb,MS,reserve,847.1,847.1,0,0,0
YieldCurve,disturbed,MS,reserve,832.5,832.5,0,0,0
CBM,nodisturb,MT,BAU,725.4,725,0.4,2,1
CBM,disturbed,MT,BAU,632.8,632.4,0.4,2,1
FVS_cal,nodisturb,MT,BAU,914,913.5,0.5,2,1
FVS_cal,disturbed,MT,BAU,804.1,803.6,0.4,2,1
FVS_def,nodisturb,MT,BAU,1199.4,1198.8,0.6,2,1
FVS_def,disturbed,MT,BAU,1067.6,1067,0.5,2,1
YieldCurve,nodisturb,MT,BAU,549,548.7,0.3,2,1
YieldCurve,disturbed,MT,BAU,474.1,473.8,0.3,2,1
CBM,nodisturb,MT,conservation,726.2,726.1,0.2,1,0
CBM,disturbed,MT,conservation,633.5,633.4,0.1,1,0
FVS_cal,nodisturb,MT,conservation,915,914.8,0.2,1,1
FVS_cal,disturbed,MT,conservation,805,804.8,0.2,1,1
FVS_def,nodisturb,MT,conservation,1200.5,1200.3,0.2,1,1
FVS_def,disturbed,MT,conservation,1068.6,1068.4,0.2,1,1
YieldCurve,nodisturb,MT,conservation,549.7,549.5,0.1,1,0
YieldCurve,disturbed,MT,conservation,474.7,474.6,0.1,1,0
CBM,nodisturb,MT,intensive,723.3,722.3,1,5,3
CBM,disturbed,MT,intensive,630.7,629.8,0.9,5,3
FVS_cal,nodisturb,MT,intensive,911.5,910.3,1.2,5,3
FVS_cal,disturbed,MT,intensive,801.7,800.6,1.1,5,3
FVS_def,nodisturb,MT,intensive,1196.5,1195.1,1.4,6,4
FVS_def,disturbed,MT,intensive,1064.8,1063.5,1.3,6,3
YieldCurve,nodisturb,MT,intensive,547.2,546.4,0.8,4,3
YieldCurve,disturbed,MT,intensive,472.4,471.7,0.7,4,3
CBM,nodisturb,MT,reserve,726.8,726.8,0,0,0
CBM,disturbed,MT,reserve,634.1,634.1,0,0,0
FVS_cal,nodisturb,MT,reserve,915.6,915.6,0,0,0
FVS_cal,disturbed,MT,reserve,805.6,805.6,0,0,0
FVS_def,nodisturb,MT,reserve,1201.3,1201.3,0,0,0
FVS_def,disturbed,MT,reserve,1069.3,1069.3,0,0,0
YieldCurve,nodisturb,MT,reserve,550.1,550.1,0,0,0
YieldCurve,disturbed,MT,reserve,475.2,475.2,0,0,0
CBM,nodisturb,NC,BAU,552.1,474.1,77.9,680,452
CBM,disturbed,NC,BAU,540.2,463.2,77,676,450
FVS_cal,nodisturb,NC,BAU,470.5,391.6,78.9,711,472
FVS_cal,disturbed,NC,BAU,458.3,380.4,77.9,707,470
FVS_def,nodisturb,NC,BAU,689.1,591.9,97.2,796,514
FVS_def,disturbed,NC,BAU,674.5,578.5,96,791,512
YieldCurve,nodisturb,NC,BAU,464.6,385.8,78.8,729,486
YieldCurve,disturbed,NC,BAU,452.2,374.5,77.7,724,484
CBM,nodisturb,NC,conservation,721.6,685.6,36,284,183
CBM,disturbed,NC,conservation,708.1,672.5,35.6,282,182
FVS_cal,nodisturb,NC,conservation,646.6,609.8,36.8,297,191
FVS_cal,disturbed,NC,conservation,632.6,596.3,36.4,295,190
FVS_def,nodisturb,NC,conservation,896.5,851.9,44.6,331,208
FVS_def,disturbed,NC,conservation,880,836,44.1,329,207
YieldCurve,nodisturb,NC,conservation,642.2,605.3,36.9,304,197
YieldCurve,disturbed,NC,conservation,628.1,591.7,36.5,302,196
CBM,nodisturb,NC,intensive,353,235.4,117.6,1242,871
CBM,disturbed,NC,intensive,343.4,227.6,115.8,1234,867
FVS_cal,nodisturb,NC,intensive,266.4,149.9,116.5,1297,909
FVS_cal,disturbed,NC,intensive,256.6,141.9,114.7,1289,904
FVS_def,nodisturb,NC,intensive,440.8,292.1,148.7,1458,992
FVS_def,disturbed,NC,intensive,429.1,282.5,146.6,1448,987
YieldCurve,nodisturb,NC,intensive,260.6,145.3,115.3,1327,936
YieldCurve,disturbed,NC,intensive,250.8,137.3,113.4,1319,932
CBM,nodisturb,NC,reserve,854.6,854.6,0,0,0
CBM,disturbed,NC,reserve,840,840,0,0,0
FVS_cal,nodisturb,NC,reserve,785.3,785.3,0,0,0
FVS_cal,disturbed,NC,reserve,770.1,770.1,0,0,0
FVS_def,nodisturb,NC,reserve,1057.6,1057.6,0,0,0
FVS_def,disturbed,NC,reserve,1039.8,1039.8,0,0,0
YieldCurve,nodisturb,NC,reserve,782.7,782.7,0,0,0
YieldCurve,disturbed,NC,reserve,767.3,767.3,0,0,0
CBM,nodisturb,ND,BAU,20.5,20.4,0.1,17,11
CBM,disturbed,ND,BAU,20.2,20.1,0.1,17,10
CEM,nodisturb,ND,BAU,8.6,8.6,0.1,11,8
CEM,disturbed,ND,BAU,8.5,8.4,0.1,11,8
FVS_cal,nodisturb,ND,BAU,37.7,37.5,0.2,23,13
FVS_cal,disturbed,ND,BAU,37.3,37.1,0.2,23,13
FVS_def,nodisturb,ND,BAU,40.4,40.3,0.2,24,14
FVS_def,disturbed,ND,BAU,40,39.8,0.2,23,14
YieldCurve,nodisturb,ND,BAU,50.6,50.4,0.2,26,14
YieldCurve,disturbed,ND,BAU,50.1,49.9,0.2,25,14
CBM,nodisturb,ND,conservation,20.7,20.6,0,7,4
CBM,disturbed,ND,conservation,20.4,20.4,0,7,4
CEM,nodisturb,ND,conservation,8.7,8.7,0,5,3
CEM,disturbed,ND,conservation,8.6,8.6,0,5,3
FVS_cal,nodisturb,ND,conservation,38,37.9,0.1,9,5
FVS_cal,disturbed,ND,conservation,37.6,37.5,0.1,9,5
FVS_def,nodisturb,ND,conservation,40.7,40.7,0.1,10,6
FVS_def,disturbed,ND,conservation,40.3,40.2,0.1,10,6
YieldCurve,nodisturb,ND,conservation,51,50.9,0.1,11,6
YieldCurve,disturbed,ND,conservation,50.5,50.4,0.1,11,6
CBM,nodisturb,ND,intensive,19.9,19.7,0.3,44,27
CBM,disturbed,ND,intensive,19.7,19.4,0.3,44,27
CEM,nodisturb,ND,intensive,8.3,8.2,0.1,29,19
CEM,disturbed,ND,intensive,8.2,8,0.1,29,19
FVS_cal,nodisturb,ND,intensive,36.9,36.5,0.4,59,34
FVS_cal,disturbed,ND,intensive,36.5,36.1,0.4,58,34
FVS_def,nodisturb,ND,intensive,39.6,39.2,0.4,60,35
FVS_def,disturbed,ND,intensive,39.2,38.8,0.4,60,35
YieldCurve,nodisturb,ND,intensive,49.7,49.2,0.5,66,37
YieldCurve,disturbed,ND,intensive,49.2,48.7,0.5,65,37
CBM,nodisturb,ND,reserve,20.8,20.8,0,0,0
CBM,disturbed,ND,reserve,20.5,20.5,0,0,0
CEM,nodisturb,ND,reserve,8.8,8.8,0,0,0
CEM,disturbed,ND,reserve,8.7,8.7,0,0,0
FVS_cal,nodisturb,ND,reserve,38.2,38.2,0,0,0
FVS_cal,disturbed,ND,reserve,37.8,37.8,0,0,0
FVS_def,nodisturb,ND,reserve,41,41,0,0,0
FVS_def,disturbed,ND,reserve,40.5,40.5,0,0,0
YieldCurve,nodisturb,ND,reserve,51.2,51.2,0,0,0
YieldCurve,disturbed,ND,reserve,50.7,50.7,0,0,0
CBM,nodisturb,NE,BAU,37.9,37.5,0.4,37,23
CBM,disturbed,NE,BAU,37.4,37,0.4,37,23
CEM,nodisturb,NE,BAU,17,16.8,0.2,26,17
CEM,disturbed,NE,BAU,16.7,16.5,0.2,26,17
FVS_cal,nodisturb,NE,BAU,75.2,74.5,0.7,57,33
FVS_cal,disturbed,NE,BAU,74.4,73.6,0.7,56,33
FVS_def,nodisturb,NE,BAU,84.9,84.1,0.8,59,34
FVS_def,disturbed,NE,BAU,84,83.2,0.8,59,34
YieldCurve,nodisturb,NE,BAU,26.6,26.3,0.3,33,21
YieldCurve,disturbed,NE,BAU,26.2,25.9,0.3,33,21
CBM,nodisturb,NE,conservation,38.8,38.7,0.2,14,9
CBM,disturbed,NE,conservation,38.3,38.2,0.2,14,9
CEM,nodisturb,NE,conservation,17.6,17.5,0.1,10,7
CEM,disturbed,NE,conservation,17.3,17.2,0.1,10,7
FVS_cal,nodisturb,NE,conservation,76.8,76.5,0.3,22,13
FVS_cal,disturbed,NE,conservation,75.9,75.6,0.3,21,13
FVS_def,nodisturb,NE,conservation,86.5,86.2,0.3,23,13
FVS_def,disturbed,NE,conservation,85.6,85.3,0.3,22,13
YieldCurve,nodisturb,NE,conservation,27.4,27.3,0.1,13,8
YieldCurve,disturbed,NE,conservation,27,26.8,0.1,13,8
CBM,nodisturb,NE,intensive,36,35.1,1,85,53
CBM,disturbed,NE,intensive,35.5,34.6,0.9,85,53
CEM,nodisturb,NE,intensive,15.8,15.3,0.5,60,40
CEM,disturbed,NE,intensive,15.5,15,0.5,59,40
FVS_cal,nodisturb,NE,intensive,72,70.3,1.7,131,77
FVS_cal,disturbed,NE,intensive,71.2,69.5,1.7,130,77
FVS_def,nodisturb,NE,intensive,81.4,79.6,1.9,137,80
FVS_def,disturbed,NE,intensive,80.5,78.7,1.8,137,79
YieldCurve,nodisturb,NE,intensive,25,24.2,0.8,77,50
YieldCurve,disturbed,NE,intensive,24.6,23.8,0.8,76,50
CBM,nodisturb,NE,reserve,39.4,39.4,0,0,0
CBM,disturbed,NE,reserve,38.9,38.9,0,0,0
CEM,nodisturb,NE,reserve,17.9,17.9,0,0,0
CEM,disturbed,NE,reserve,17.6,17.6,0,0,0
FVS_cal,nodisturb,NE,reserve,77.7,77.7,0,0,0
FVS_cal,disturbed,NE,reserve,76.9,76.9,0,0,0
FVS_def,nodisturb,NE,reserve,87.6,87.6,0,0,0
FVS_def,disturbed,NE,reserve,86.6,86.6,0,0,0
YieldCurve,nodisturb,NE,reserve,27.9,27.9,0,0,0
YieldCurve,disturbed,NE,reserve,27.5,27.5,0,0,0
CBM,nodisturb,NH,BAU,208.2,206.4,1.8,52,33
CBM,disturbed,NH,BAU,204.1,202.4,1.8,52,33
CEM,nodisturb,NH,BAU,73.2,72.3,0.8,32,23
CEM,disturbed,NH,BAU,71.1,70.3,0.8,32,22
FVS_cal,nodisturb,NH,BAU,282.3,280,2.3,64,40
FVS_cal,disturbed,NH,BAU,277,274.7,2.3,64,39
FVS_def,nodisturb,NH,BAU,397.7,394.8,3,74,44
FVS_def,disturbed,NH,BAU,391.2,388.3,2.9,73,44
LANDIS,nodisturb,NH,BAU,263.9,261.9,2,56,35
LANDIS,disturbed,NH,BAU,259.4,257.4,2,55,35
YieldCurve,nodisturb,NH,BAU,171.5,169.8,1.7,52,33
YieldCurve,disturbed,NH,BAU,167.5,165.9,1.7,52,33
CBM,nodisturb,NH,conservation,212,211.3,0.7,21,14
CBM,disturbed,NH,conservation,207.9,207.2,0.7,21,14
CEM,nodisturb,NH,conservation,75.2,74.8,0.3,13,9
CEM,disturbed,NH,conservation,73.1,72.7,0.3,13,9
FVS_cal,nodisturb,NH,conservation,287.2,286.3,1,26,16
FVS_cal,disturbed,NH,conservation,281.9,280.9,1,26,16
FVS_def,nodisturb,NH,conservation,403.6,402.4,1.2,30,18
FVS_def,disturbed,NH,conservation,397.1,395.9,1.2,30,18
LANDIS,nodisturb,NH,conservation,268.2,267.3,0.8,23,14
LANDIS,disturbed,NH,conservation,263.6,262.7,0.8,23,14
YieldCurve,nodisturb,NH,conservation,175.2,174.5,0.7,21,14
YieldCurve,disturbed,NH,conservation,171.2,170.5,0.7,21,14
CBM,nodisturb,NH,intensive,198.6,194.2,4.4,130,84
CBM,disturbed,NH,intensive,194.6,190.3,4.3,130,83
CEM,nodisturb,NH,intensive,68.1,66.1,2,80,57
CEM,disturbed,NH,intensive,66.1,64.1,2,80,56
FVS_cal,nodisturb,NH,intensive,269.9,264.1,5.8,161,100
FVS_cal,disturbed,NH,intensive,264.7,259,5.7,160,99
FVS_def,nodisturb,NH,intensive,382.7,375.4,7.3,185,111
FVS_def,disturbed,NH,intensive,376.3,369.1,7.3,184,111
LANDIS,nodisturb,NH,intensive,253.3,248.2,5,140,88
LANDIS,disturbed,NH,intensive,248.8,243.8,5,139,87
YieldCurve,nodisturb,NH,intensive,162.1,157.9,4.2,130,84
YieldCurve,disturbed,NH,intensive,158.2,154.1,4.1,129,84
CBM,nodisturb,NH,reserve,214.7,214.7,0,0,0
CBM,disturbed,NH,reserve,210.5,210.5,0,0,0
CEM,nodisturb,NH,reserve,76.6,76.6,0,0,0
CEM,disturbed,NH,reserve,74.5,74.5,0,0,0
FVS_cal,nodisturb,NH,reserve,290.7,290.7,0,0,0
FVS_cal,disturbed,NH,reserve,285.3,285.3,0,0,0
FVS_def,nodisturb,NH,reserve,407.8,407.8,0,0,0
FVS_def,disturbed,NH,reserve,401.2,401.2,0,0,0
LANDIS,nodisturb,NH,reserve,271.1,271.1,0,0,0
LANDIS,disturbed,NH,reserve,266.5,266.5,0,0,0
YieldCurve,nodisturb,NH,reserve,177.8,177.8,0,0,0
YieldCurve,disturbed,NH,reserve,173.8,173.8,0,0,0
CBM,nodisturb,NJ,BAU,100.3,99.8,0.5,33,21
CBM,disturbed,NJ,BAU,97.9,97.4,0.5,33,20
CEM,nodisturb,NJ,BAU,44,43.7,0.3,23,15
CEM,disturbed,NJ,BAU,42.5,42.2,0.3,22,15
FVS_cal,nodisturb,NJ,BAU,146.1,145.3,0.7,43,26
FVS_cal,disturbed,NJ,BAU,142.7,142,0.7,43,26
FVS_def,nodisturb,NJ,BAU,173.8,173,0.8,47,28
FVS_def,disturbed,NJ,BAU,170,169.2,0.8,47,28
YieldCurve,nodisturb,NJ,BAU,55.5,55.2,0.4,28,19
YieldCurve,disturbed,NJ,BAU,53.7,53.3,0.4,28,18
CBM,nodisturb,NJ,conservation,101.5,101.3,0.2,13,8
CBM,disturbed,NJ,conservation,99,98.8,0.2,13,8
CEM,nodisturb,NJ,conservation,44.6,44.5,0.1,9,6
CEM,disturbed,NJ,conservation,43.2,43.1,0.1,9,6
FVS_cal,nodisturb,NJ,conservation,147.6,147.3,0.3,17,10
FVS_cal,disturbed,NJ,conservation,144.2,143.9,0.3,17,10
FVS_def,nodisturb,NJ,conservation,175.5,175.2,0.3,18,11
FVS_def,disturbed,NJ,conservation,171.7,171.4,0.3,18,11
YieldCurve,nodisturb,NJ,conservation,56.4,56.3,0.1,11,7
YieldCurve,disturbed,NJ,conservation,54.6,54.4,0.1,11,7
CBM,nodisturb,NJ,intensive,97.8,96.6,1.2,79,50
CBM,disturbed,NJ,intensive,95.4,94.2,1.2,78,49
CEM,nodisturb,NJ,intensive,42.4,41.7,0.7,54,37
CEM,disturbed,NJ,intensive,41,40.4,0.7,54,36
FVS_cal,nodisturb,NJ,intensive,142.6,140.8,1.7,104,62
FVS_cal,disturbed,NJ,intensive,139.3,137.5,1.7,103,62
FVS_def,nodisturb,NJ,intensive,169.9,167.9,2,114,68
FVS_def,disturbed,NJ,intensive,166.1,164.1,2,113,67
YieldCurve,nodisturb,NJ,intensive,53.5,52.7,0.9,68,45
YieldCurve,disturbed,NJ,intensive,51.7,50.8,0.9,67,44
CBM,nodisturb,NJ,reserve,102.2,102.2,0,0,0
CBM,disturbed,NJ,reserve,99.7,99.7,0,0,0
CEM,nodisturb,NJ,reserve,45.1,45.1,0,0,0
CEM,disturbed,NJ,reserve,43.6,43.6,0,0,0
FVS_cal,nodisturb,NJ,reserve,148.6,148.6,0,0,0
FVS_cal,disturbed,NJ,reserve,145.2,145.2,0,0,0
FVS_def,nodisturb,NJ,reserve,176.6,176.6,0,0,0
FVS_def,disturbed,NJ,reserve,172.8,172.8,0,0,0
YieldCurve,nodisturb,NJ,reserve,57,57,0,0,0
YieldCurve,disturbed,NJ,reserve,55.1,55.1,0,0,0
CBM,nodisturb,NM,BAU,290.8,290.8,0,0,0
CBM,disturbed,NM,BAU,268.8,268.8,0,0,0
CEM,nodisturb,NM,BAU,72.1,72.1,0,0,0
CEM,disturbed,NM,BAU,64.3,64.3,0,0,0
FVS_cal,nodisturb,NM,BAU,689.7,689.7,0,0,0
FVS_cal,disturbed,NM,BAU,646.5,646.5,0,0,0
FVS_def,nodisturb,NM,BAU,768.8,768.8,0,0,0
FVS_def,disturbed,NM,BAU,722.1,722.1,0,0,0
YieldCurve,nodisturb,NM,BAU,203.1,203.1,0,0,0
YieldCurve,disturbed,NM,BAU,186,186,0,0,0
CBM,nodisturb,NM,conservation,290.8,290.8,0,0,0
CBM,disturbed,NM,conservation,268.8,268.8,0,0,0
CEM,nodisturb,NM,conservation,72.1,72.1,0,0,0
CEM,disturbed,NM,conservation,64.3,64.3,0,0,0
FVS_cal,nodisturb,NM,conservation,689.7,689.7,0,0,0
