model,dom,scenario,year,forest_TgC,hwp_TgC,total_TgC,forest_TgC_se
LANDIS,48,intensive,2087,871.468,23.008,894.476,9.325
LANDIS,48,intensive,2088,874.76,23.322,898.082,9.36
LANDIS,48,intensive,2089,877.964,23.633,901.597,9.394
LANDIS,48,intensive,2090,881.081,23.942,905.024,9.428
LANDIS,48,intensive,2091,884.111,24.25,908.361,9.46
LANDIS,48,intensive,2092,887.055,24.555,911.61,9.491
LANDIS,48,intensive,2093,889.914,24.857,914.771,9.522
LANDIS,48,intensive,2094,892.686,25.158,917.844,9.552
LANDIS,48,intensive,2095,895.385,25.456,920.84,9.581
LANDIS,48,intensive,2096,898.01,25.752,923.762,9.609
LANDIS,48,intensive,2097,900.563,26.045,926.608,9.636
LANDIS,48,intensive,2098,903.041,26.336,929.377,9.663
LANDIS,48,intensive,2099,905.447,26.625,932.072,9.688
LANDIS,48,intensive,2100,907.782,26.911,934.693,9.713
LANDIS,49,reserve,2025,133.07,0,133.07,2.409
LANDIS,49,reserve,2026,135.287,0,135.287,2.449
LANDIS,49,reserve,2027,137.479,0,137.479,2.488
LANDIS,49,reserve,2028,139.644,0,139.644,2.528
LANDIS,49,reserve,2029,141.784,0,141.784,2.566
LANDIS,49,reserve,2030,143.898,0,143.898,2.605
LANDIS,49,reserve,2031,145.985,0,145.985,2.642
LANDIS,49,reserve,2032,148.047,0,148.047,2.68
LANDIS,49,reserve,2033,150.083,0,150.083,2.717
LANDIS,49,reserve,2034,152.093,0,152.093,2.753
LANDIS,49,reserve,2035,154.074,0,154.074,2.789
LANDIS,49,reserve,2036,156.028,0,156.028,2.824
LANDIS,49,reserve,2037,157.953,0,157.953,2.859
LANDIS,49,reserve,2038,159.85,0,159.85,2.893
LANDIS,49,reserve,2039,161.719,0,161.719,2.927
LANDIS,49,reserve,2040,163.56,0,163.56,2.96
LANDIS,49,reserve,2041,165.372,0,165.372,2.993
LANDIS,49,reserve,2042,167.157,0,167.157,3.026
LANDIS,49,reserve,2043,168.913,0,168.913,3.057
LANDIS,49,reserve,2044,170.642,0,170.642,3.089
LANDIS,49,reserve,2045,172.343,0,172.343,3.119
LANDIS,49,reserve,2046,174.018,0,174.018,3.15
LANDIS,49,reserve,2047,175.665,0,175.665,3.18
LANDIS,49,reserve,2048,177.286,0,177.286,3.209
LANDIS,49,reserve,2049,178.879,0,178.879,3.238
LANDIS,49,reserve,2050,180.446,0,180.446,3.266
LANDIS,49,reserve,2051,181.985,0,181.985,3.294
LANDIS,49,reserve,2052,183.498,0,183.498,3.321
LANDIS,49,reserve,2053,184.984,0,184.984,3.348
LANDIS,49,reserve,2054,186.443,0,186.443,3.375
LANDIS,49,reserve,2055,187.878,0,187.878,3.401
LANDIS,49,reserve,2056,189.29,0,189.29,3.426
LANDIS,49,reserve,2057,190.679,0,190.679,3.451
LANDIS,49,reserve,2058,192.044,0,192.044,3.476
LANDIS,49,reserve,2059,193.385,0,193.385,3.5
LANDIS,49,reserve,2060,194.703,0,194.703,3.524
LANDIS,49,reserve,2061,195.998,0,195.998,3.548
LANDIS,49,reserve,2062,197.269,0,197.269,3.571
LANDIS,49,reserve,2063,198.517,0,198.517,3.593
LANDIS,49,reserve,2064,199.742,0,199.742,3.615
LANDIS,49,reserve,2065,200.945,0,200.945,3.637
LANDIS,49,reserve,2066,202.128,0,202.128,3.659
LANDIS,49,reserve,2067,203.29,0,203.29,3.68
LANDIS,49,reserve,2068,204.431,0,204.431,3.7
LANDIS,49,reserve,2069,205.552,0,205.552,3.721
LANDIS,49,reserve,2070,206.652,0,206.652,3.74
LANDIS,49,reserve,2071,207.731,0,207.731,3.76
LANDIS,49,reserve,2072,208.789,0,208.789,3.779
LANDIS,49,reserve,2073,209.827,0,209.827,3.798
LANDIS,49,reserve,2074,210.844,0,210.844,3.816
LANDIS,49,reserve,2075,211.844,0,211.844,3.834
LANDIS,49,reserve,2076,212.826,0,212.826,3.852
LANDIS,49,reserve,2077,213.79,0,213.79,3.87
LANDIS,49,reserve,2078,214.737,0,214.737,3.887
LANDIS,49,reserve,2079,215.667,0,215.667,3.904
LANDIS,49,reserve,2080,216.579,0,216.579,3.92
LANDIS,49,reserve,2081,217.474,0,217.474,3.936
LANDIS,49,reserve,2082,218.351,0,218.351,3.952
LANDIS,49,reserve,2083,219.211,0,219.211,3.968
LANDIS,49,reserve,2084,220.054,0,220.054,3.983
LANDIS,49,reserve,2085,220.881,0,220.881,3.998
LANDIS,49,reserve,2086,221.692,0,221.692,4.013
LANDIS,49,reserve,2087,222.488,0,222.488,4.027
LANDIS,49,reserve,2088,223.269,0,223.269,4.041
LANDIS,49,reserve,2089,224.034,0,224.034,4.055
LANDIS,49,reserve,2090,224.784,0,224.784,4.069
LANDIS,49,reserve,2091,225.518,0,225.518,4.082
LANDIS,49,reserve,2092,226.237,0,226.237,4.095
LANDIS,49,reserve,2093,226.94,0,226.94,4.108
LANDIS,49,reserve,2094,227.628,0,227.628,4.12
LANDIS,49,reserve,2095,228.303,0,228.303,4.132
LANDIS,49,reserve,2096,228.965,0,228.965,4.144
LANDIS,49,reserve,2097,229.616,0,229.616,4.156
LANDIS,49,reserve,2098,230.253,0,230.253,4.168
LANDIS,49,reserve,2099,230.878,0,230.878,4.179
LANDIS,49,reserve,2100,231.491,0,231.491,4.19
LANDIS,49,BAU,2025,133.07,0,133.07,2.409
LANDIS,49,BAU,2026,135.286,0,135.287,2.449
LANDIS,49,BAU,2027,137.477,0.001,137.478,2.488
LANDIS,49,BAU,2028,139.641,0.001,139.643,2.528
LANDIS,49,BAU,2029,141.78,0.002,141.782,2.566
LANDIS,49,BAU,2030,143.893,0.002,143.895,2.604
LANDIS,49,BAU,2031,145.979,0.002,145.982,2.642
LANDIS,49,BAU,2032,148.04,0.003,148.043,2.68
LANDIS,49,BAU,2033,150.075,0.003,150.078,2.716
LANDIS,49,BAU,2034,152.084,0.004,152.088,2.753
LANDIS,49,BAU,2035,154.064,0.004,154.068,2.789
LANDIS,49,BAU,2036,156.017,0.004,156.021,2.824
LANDIS,49,BAU,2037,157.941,0.005,157.946,2.859
LANDIS,49,BAU,2038,159.837,0.005,159.842,2.893
LANDIS,49,BAU,2039,161.705,0.005,161.71,2.927
LANDIS,49,BAU,2040,163.545,0.006,163.55,2.96
LANDIS,49,BAU,2041,165.356,0.006,165.361,2.993
LANDIS,49,BAU,2042,167.139,0.006,167.146,3.025
LANDIS,49,BAU,2043,168.894,0.006,168.901,3.057
LANDIS,49,BAU,2044,170.622,0.007,170.629,3.088
LANDIS,49,BAU,2045,172.322,0.007,172.329,3.119
LANDIS,49,BAU,2046,173.996,0.007,174.003,3.149
LANDIS,49,BAU,2047,175.641,0.008,175.649,3.179
LANDIS,49,BAU,2048,177.261,0.008,177.269,3.208
LANDIS,49,BAU,2049,178.853,0.008,178.861,3.237
LANDIS,49,BAU,2050,180.419,0.009,180.427,3.266
LANDIS,49,BAU,2051,181.957,0.009,181.965,3.293
LANDIS,49,BAU,2052,183.468,0.009,183.478,3.321
LANDIS,49,BAU,2053,184.953,0.01,184.963,3.348
LANDIS,49,BAU,2054,186.411,0.01,186.421,3.374
LANDIS,49,BAU,2055,187.844,0.01,187.855,3.4
LANDIS,49,BAU,2056,189.255,0.01,189.266,3.426
LANDIS,49,BAU,2057,190.643,0.011,190.654,3.451
LANDIS,49,BAU,2058,192.006,0.011,192.018,3.475
LANDIS,49,BAU,2059,193.346,0.011,193.357,3.5
LANDIS,49,BAU,2060,194.663,0.012,194.674,3.523
LANDIS,49,BAU,2061,195.956,0.012,195.968,3.547
LANDIS,49,BAU,2062,197.226,0.012,197.238,3.57
LANDIS,49,BAU,2063,198.473,0.012,198.485,3.592
LANDIS,49,BAU,2064,199.696,0.013,199.709,3.615
LANDIS,49,BAU,2065,200.898,0.013,200.911,3.636
LANDIS,49,BAU,2066,202.08,0.013,202.093,3.658
LANDIS,49,BAU,2067,203.24,0.014,203.254,3.679
LANDIS,49,BAU,2068,204.38,0.014,204.394,3.699
LANDIS,49,BAU,2069,205.499,0.014,205.514,3.72
LANDIS,49,BAU,2070,206.598,0.014,206.612,3.739
LANDIS,49,BAU,2071,207.676,0.015,207.69,3.759
LANDIS,49,BAU,2072,208.732,0.015,208.747,3.778
LANDIS,49,BAU,2073,209.769,0.015,209.784,3.797
LANDIS,49,BAU,2074,210.784,0.016,210.8,3.815
LANDIS,49,BAU,2075,211.783,0.016,211.799,3.833
LANDIS,49,BAU,2076,212.763,0.016,212.779,3.851
LANDIS,49,BAU,2077,213.726,0.016,213.742,3.868
LANDIS,49,BAU,2078,214.671,0.017,214.688,3.886
LANDIS,49,BAU,2079,215.6,0.017,215.617,3.902
LANDIS,49,BAU,2080,216.51,0.017,216.527,3.919
LANDIS,49,BAU,2081,217.404,0.017,217.421,3.935
LANDIS,49,BAU,2082,218.279,0.018,218.297,3.951
LANDIS,49,BAU,2083,219.138,0.018,219.156,3.966
LANDIS,49,BAU,2084,219.979,0.018,219.997,3.982
LANDIS,49,BAU,2085,220.805,0.018,220.823,3.997
LANDIS,49,BAU,2086,221.614,0.019,221.633,4.011
LANDIS,49,BAU,2087,222.409,0.019,222.428,4.026
LANDIS,49,BAU,2088,223.188,0.019,223.207,4.04
LANDIS,49,BAU,2089,223.952,0.019,223.971,4.054
LANDIS,49,BAU,2090,224.7,0.02,224.72,4.067
LANDIS,49,BAU,2091,225.432,0.02,225.452,4.08
LANDIS,49,BAU,2092,226.15,0.02,226.17,4.093
LANDIS,49,BAU,2093,226.851,0.02,226.872,4.106
LANDIS,49,BAU,2094,227.538,0.021,227.558,4.118
LANDIS,49,BAU,2095,228.211,0.021,228.232,4.131
LANDIS,49,BAU,2096,228.872,0.021,228.893,4.143
LANDIS,49,BAU,2097,229.521,0.021,229.542,4.154
LANDIS,49,BAU,2098,230.156,0.022,230.178,4.166
LANDIS,49,BAU,2099,230.78,0.022,230.802,4.177
LANDIS,49,BAU,2100,231.391,0.022,231.413,4.188
LANDIS,49,conservation,2025,133.07,0,133.07,2.409
LANDIS,49,conservation,2026,135.287,0,135.287,2.449
LANDIS,49,conservation,2027,137.478,0,137.479,2.488
LANDIS,49,conservation,2028,139.643,0.001,139.643,2.528
LANDIS,49,conservation,2029,141.783,0.001,141.783,2.566
LANDIS,49,conservation,2030,143.896,0.001,143.897,2.605
LANDIS,49,conservation,2031,145.983,0.001,145.984,2.642
LANDIS,49,conservation,2032,148.044,0.001,148.045,2.68
LANDIS,49,conservation,2033,150.08,0.001,150.081,2.716
LANDIS,49,conservation,2034,152.09,0.001,152.091,2.753
LANDIS,49,conservation,2035,154.07,0.002,154.072,2.789
LANDIS,49,conservation,2036,156.024,0.002,156.025,2.824
LANDIS,49,conservation,2037,157.948,0.002,157.95,2.859
LANDIS,49,conservation,2038,159.845,0.002,159.847,2.893
LANDIS,49,conservation,2039,161.713,0.002,161.715,2.927
LANDIS,49,conservation,2040,163.554,0.002,163.556,2.96
LANDIS,49,conservation,2041,165.366,0.002,165.368,2.993
LANDIS,49,conservation,2042,167.15,0.002,167.153,3.025
LANDIS,49,conservation,2043,168.906,0.003,168.908,3.057
LANDIS,49,conservation,2044,170.634,0.003,170.637,3.088
LANDIS,49,conservation,2045,172.335,0.003,172.338,3.119
LANDIS,49,conservation,2046,174.009,0.003,174.012,3.15
LANDIS,49,conservation,2047,175.656,0.003,175.659,3.179
LANDIS,49,conservation,2048,177.276,0.003,177.279,3.209
LANDIS,49,conservation,2049,178.869,0.003,178.872,3.238
LANDIS,49,conservation,2050,180.435,0.003,180.439,3.266
LANDIS,49,conservation,2051,181.974,0.003,181.977,3.294
LANDIS,49,conservation,2052,183.486,0.004,183.49,3.321
LANDIS,49,conservation,2053,184.972,0.004,184.976,3.348
LANDIS,49,conservation,2054,186.43,0.004,186.434,3.374
LANDIS,49,conservation,2055,187.865,0.004,187.869,3.4
LANDIS,49,conservation,2056,189.276,0.004,189.28,3.426
LANDIS,49,conservation,2057,190.665,0.004,190.669,3.451
LANDIS,49,conservation,2058,192.029,0.004,192.034,3.476
LANDIS,49,conservation,2059,193.37,0.004,193.374,3.5
LANDIS,49,conservation,2060,194.687,0.005,194.692,3.524
LANDIS,49,conservation,2061,195.982,0.005,195.986,3.547
LANDIS,49,conservation,2062,197.252,0.005,197.257,3.57
LANDIS,49,conservation,2063,198.5,0.005,198.505,3.593
LANDIS,49,conservation,2064,199.724,0.005,199.729,3.615
LANDIS,49,conservation,2065,200.927,0.005,200.932,3.637
LANDIS,49,conservation,2066,202.109,0.005,202.114,3.658
LANDIS,49,conservation,2067,203.271,0.005,203.276,3.679
LANDIS,49,conservation,2068,204.411,0.005,204.416,3.7
LANDIS,49,conservation,2069,205.531,0.006,205.537,3.72
LANDIS,49,conservation,2070,206.631,0.006,206.637,3.74
LANDIS,49,conservation,2071,207.709,0.006,207.715,3.76
LANDIS,49,conservation,2072,208.767,0.006,208.773,3.779
LANDIS,49,conservation,2073,209.804,0.006,209.81,3.797
LANDIS,49,conservation,2074,210.821,0.006,210.827,3.816
LANDIS,49,conservation,2075,211.82,0.006,211.826,3.834
LANDIS,49,conservation,2076,212.802,0.006,212.808,3.852
LANDIS,49,conservation,2077,213.765,0.006,213.771,3.869
LANDIS,49,conservation,2078,214.711,0.006,214.718,3.886
LANDIS,49,conservation,2079,215.641,0.007,215.647,3.903
LANDIS,49,conservation,2080,216.552,0.007,216.559,3.92
LANDIS,49,conservation,2081,217.447,0.007,217.453,3.936
LANDIS,49,conservation,2082,218.323,0.007,218.33,3.952
LANDIS,49,conservation,2083,219.182,0.007,219.189,3.967
LANDIS,49,conservation,2084,220.025,0.007,220.032,3.982
LANDIS,49,conservation,2085,220.851,0.007,220.858,3.997
LANDIS,49,conservation,2086,221.662,0.007,221.669,4.012
LANDIS,49,conservation,2087,222.457,0.007,222.464,4.027
LANDIS,49,conservation,2088,223.237,0.007,223.245,4.041
LANDIS,49,conservation,2089,224.002,0.008,224.009,4.054
LANDIS,49,conservation,2090,224.751,0.008,224.759,4.068
LANDIS,49,conservation,2091,225.485,0.008,225.492,4.081
LANDIS,49,conservation,2092,226.203,0.008,226.211,4.094
LANDIS,49,conservation,2093,226.905,0.008,226.913,4.107
LANDIS,49,conservation,2094,227.593,0.008,227.601,4.119
LANDIS,49,conservation,2095,228.267,0.008,228.275,4.132
LANDIS,49,conservation,2096,228.929,0.008,228.937,4.144
LANDIS,49,conservation,2097,229.579,0.008,229.587,4.155
LANDIS,49,conservation,2098,230.215,0.008,230.224,4.167
LANDIS,49,conservation,2099,230.84,0.008,230.848,4.178
LANDIS,49,conservation,2100,231.452,0.009,231.461,4.189
LANDIS,49,intensive,2025,133.07,0,133.07,2.409
LANDIS,49,intensive,2026,135.285,0.001,135.286,2.449
LANDIS,49,intensive,2027,137.474,0.002,137.477,2.488
LANDIS,49,intensive,2028,139.637,0.003,139.64,2.527
LANDIS,49,intensive,2029,141.775,0.004,141.779,2.566
LANDIS,49,intensive,2030,143.886,0.005,143.891,2.604
LANDIS,49,intensive,2031,145.971,0.006,145.977,2.642
LANDIS,49,intensive,2032,148.03,0.007,148.037,2.679
LANDIS,49,intensive,2033,150.064,0.008,150.072,2.716
LANDIS,49,intensive,2034,152.071,0.009,152.08,2.753
LANDIS,49,intensive,2035,154.05,0.009,154.059,2.788
LANDIS,49,intensive,2036,156.001,0.01,156.011,2.824
LANDIS,49,intensive,2037,157.923,0.011,157.935,2.858
LANDIS,49,intensive,2038,159.818,0.012,159.83,2.893
LANDIS,49,intensive,2039,161.684,0.013,161.697,2.927
LANDIS,49,intensive,2040,163.522,0.014,163.536,2.96
LANDIS,49,intensive,2041,165.332,0.014,165.346,2.993
LANDIS,49,intensive,2042,167.114,0.015,167.129,3.025
LANDIS,49,intensive,2043,168.867,0.016,168.883,3.057
LANDIS,49,intensive,2044,170.593,0.017,170.61,3.088
LANDIS,49,intensive,2045,172.291,0.017,172.309,3.118
LANDIS,49,intensive,2046,173.963,0.018,173.981,3.149
LANDIS,49,intensive,2047,175.607,0.019,175.626,3.179
LANDIS,49,intensive,2048,177.225,0.02,177.245,3.208
LANDIS,49,intensive,2049,178.815,0.02,178.836,3.237
LANDIS,49,intensive,2050,180.379,0.021,180.4,3.265
LANDIS,49,intensive,2051,181.915,0.022,181.937,3.293
LANDIS,49,intensive,2052,183.425,0.023,183.448,3.32
LANDIS,49,intensive,2053,184.908,0.023,184.931,3.347
LANDIS,49,intensive,2054,186.364,0.024,186.388,3.373
LANDIS,49,intensive,2055,187.796,0.025,187.82,3.399
LANDIS,49,intensive,2056,189.204,0.026,189.23,3.425
LANDIS,49,intensive,2057,190.59,0.026,190.617,3.45
LANDIS,49,intensive,2058,191.952,0.027,191.979,3.474
LANDIS,49,intensive,2059,193.29,0.028,193.317,3.499
LANDIS,49,intensive,2060,194.604,0.029,194.633,3.522
LANDIS,49,intensive,2061,195.896,0.029,195.925,3.546
LANDIS,49,intensive,2062,197.164,0.03,197.194,3.569
LANDIS,49,intensive,2063,198.408,0.031,198.439,3.591
LANDIS,49,intensive,2064,199.63,0.031,199.661,3.613
LANDIS,49,intensive,2065,200.83,0.032,200.862,3.635
LANDIS,49,intensive,2066,202.009,0.033,202.042,3.656
LANDIS,49,intensive,2067,203.168,0.033,203.201,3.677
LANDIS,49,intensive,2068,204.305,0.034,204.339,3.698
LANDIS,49,intensive,2069,205.423,0.035,205.458,3.718
LANDIS,49,intensive,2070,206.519,0.035,206.555,3.738
LANDIS,49,intensive,2071,207.595,0.036,207.631,3.757
LANDIS,49,intensive,2072,208.649,0.037,208.686,3.777
LANDIS,49,intensive,2073,209.684,0.037,209.721,3.795
LANDIS,49,intensive,2074,210.697,0.038,210.735,3.814
LANDIS,49,intensive,2075,211.694,0.039,211.732,3.832
LANDIS,49,intensive,2076,212.672,0.039,212.712,3.849
LANDIS,49,intensive,2077,213.632,0.04,213.673,3.867
LANDIS,49,intensive,2078,214.576,0.041,214.617,3.884
LANDIS,49,intensive,2079,215.502,0.041,215.544,3.901
LANDIS,49,intensive,2080,216.41,0.042,216.453,3.917
LANDIS,49,intensive,2081,217.302,0.043,217.344,3.933
LANDIS,49,intensive,2082,218.175,0.043,218.218,3.949
LANDIS,49,intensive,2083,219.031,0.044,219.075,3.964
LANDIS,49,intensive,2084,219.871,0.045,219.915,3.98
LANDIS,49,intensive,2085,220.694,0.045,220.739,3.995
LANDIS,49,intensive,2086,221.501,0.046,221.547,4.009
LANDIS,49,intensive,2087,222.293,0.046,222.34,4.024
LANDIS,49,intensive,2088,223.071,0.047,223.118,4.038
LANDIS,49,intensive,2089,223.832,0.048,223.879,4.051
LANDIS,49,intensive,2090,224.578,0.048,224.626,4.065
LANDIS,49,intensive,2091,225.308,0.049,225.357,4.078
LANDIS,49,intensive,2092,226.023,0.049,226.073,4.091
LANDIS,49,intensive,2093,226.723,0.05,226.773,4.104
LANDIS,49,intensive,2094,227.407,0.051,227.457,4.116
LANDIS,49,intensive,2095,228.078,0.051,228.129,4.128
LANDIS,49,intensive,2096,228.736,0.052,228.788,4.14
LANDIS,49,intensive,2097,229.383,0.052,229.435,4.152
LANDIS,49,intensive,2098,230.016,0.053,230.069,4.163
LANDIS,49,intensive,2099,230.637,0.053,230.691,4.175
LANDIS,49,intensive,2100,231.246,0.054,231.3,4.186
LANDIS,50,reserve,2025,142.9,0,142.9,2.586
LANDIS,50,reserve,2026,145.868,0,145.868,2.64
LANDIS,50,reserve,2027,148.802,0,148.802,2.693
LANDIS,50,reserve,2028,151.624,0,151.624,2.744
LANDIS,50,reserve,2029,154.408,0,154.408,2.795
LANDIS,50,reserve,2030,157.154,0,157.154,2.844
LANDIS,50,reserve,2031,159.863,0,159.863,2.894
LANDIS,50,reserve,2032,162.554,0,162.554,2.942
LANDIS,50,reserve,2033,165.235,0,165.235,2.991
LANDIS,50,reserve,2034,167.903,0,167.903,3.039
LANDIS,50,reserve,2035,170.519,0,170.519,3.086
LANDIS,50,reserve,2036,173.084,0,173.084,3.133
LANDIS,50,reserve,2037,175.598,0,175.598,3.178
LANDIS,50,reserve,2038,178.137,0,178.137,3.224
LANDIS,50,reserve,2039,180.551,0,180.551,3.268
LANDIS,50,reserve,2040,182.915,0,182.915,3.311
LANDIS,50,reserve,2041,185.227,0,185.227,3.353
LANDIS,50,reserve,2042,187.471,0,187.471,3.393
LANDIS,50,reserve,2043,189.641,0,189.641,3.433
LANDIS,50,reserve,2044,191.741,0,191.741,3.471
LANDIS,50,reserve,2045,193.795,0,193.795,3.508
LANDIS,50,reserve,2046,195.803,0,195.803,3.544
LANDIS,50,reserve,2047,197.765,0,197.765,3.58
LANDIS,50,reserve,2048,199.682,0,199.682,3.614
LANDIS,50,reserve,2049,201.63,0,201.63,3.65
LANDIS,50,reserve,2050,203.537,0,203.537,3.684
LANDIS,50,reserve,2051,205.401,0,205.401,3.718
LANDIS,50,reserve,2052,207.238,0,207.238,3.751
LANDIS,50,reserve,2053,209.049,0,209.049,3.784
LANDIS,50,reserve,2054,210.835,0,210.835,3.816
LANDIS,50,reserve,2055,212.597,0,212.597,3.848
LANDIS,50,reserve,2056,214.333,0,214.333,3.879
LANDIS,50,reserve,2057,216.046,0,216.046,3.91
LANDIS,50,reserve,2058,217.735,0,217.735,3.941
LANDIS,50,reserve,2059,219.4,0,219.4,3.971
LANDIS,50,reserve,2060,221.041,0,221.041,4.001
LANDIS,50,reserve,2061,222.66,0,222.66,4.03
LANDIS,50,reserve,2062,224.242,0,224.242,4.059
LANDIS,50,reserve,2063,225.785,0,225.785,4.087
LANDIS,50,reserve,2064,227.289,0,227.289,4.114
LANDIS,50,reserve,2065,228.763,0,228.763,4.141
LANDIS,50,reserve,2066,230.207,0,230.207,4.167
LANDIS,50,reserve,2067,231.621,0,231.621,4.192
LANDIS,50,reserve,2068,233.006,0,233.006,4.217
LANDIS,50,reserve,2069,234.361,0,234.361,4.242
LANDIS,50,reserve,2070,235.687,0,235.687,4.266
LANDIS,50,reserve,2071,236.983,0,236.983,4.289
LANDIS,50,reserve,2072,238.251,0,238.251,4.312
LANDIS,50,reserve,2073,239.491,0,239.491,4.335
LANDIS,50,reserve,2074,240.702,0,240.702,4.357
LANDIS,50,reserve,2075,241.869,0,241.869,4.378
LANDIS,50,reserve,2076,242.994,0,242.994,4.398
LANDIS,50,reserve,2077,244.077,0,244.077,4.418
LANDIS,50,reserve,2078,245.118,0,245.118,4.437
LANDIS,50,reserve,2079,246.117,0,246.117,4.455
LANDIS,50,reserve,2080,247.075,0,247.075,4.472
LANDIS,50,reserve,2081,247.991,0,247.991,4.489
LANDIS,50,reserve,2082,248.866,0,248.866,4.504
LANDIS,50,reserve,2083,249.7,0,249.7,4.52
LANDIS,50,reserve,2084,250.493,0,250.493,4.534
LANDIS,50,reserve,2085,251.26,0,251.26,4.548
LANDIS,50,reserve,2086,252.002,0,252.002,4.561
LANDIS,50,reserve,2087,252.718,0,252.718,4.574
LANDIS,50,reserve,2088,253.407,0,253.407,4.587
LANDIS,50,reserve,2089,254.071,0,254.071,4.599
LANDIS,50,reserve,2090,253.418,0,253.418,4.587
LANDIS,50,reserve,2091,252.745,0,252.745,4.575
LANDIS,50,reserve,2092,252.05,0,252.05,4.562
LANDIS,50,reserve,2093,251.335,0,251.335,4.549
LANDIS,50,reserve,2094,250.6,0,250.6,4.536
LANDIS,50,reserve,2095,249.845,0,249.845,4.522
LANDIS,50,reserve,2096,249.071,0,249.071,4.508
LANDIS,50,reserve,2097,248.257,0,248.257,4.493
LANDIS,50,reserve,2098,247.424,0,247.424,4.478
LANDIS,50,reserve,2099,246.571,0,246.571,4.463
LANDIS,50,reserve,2100,246.99,0,246.99,4.471
LANDIS,50,BAU,2025,142.9,0,142.9,2.586
LANDIS,50,BAU,2026,145.812,0.028,145.84,2.639
LANDIS,50,BAU,2027,148.689,0.055,148.743,2.691
LANDIS,50,BAU,2028,151.453,0.08,151.533,2.741
LANDIS,50,BAU,2029,154.177,0.104,154.282,2.791
LANDIS,50,BAU,2030,156.863,0.128,156.991,2.839
LANDIS,50,BAU,2031,159.51,0.151,159.662,2.887
LANDIS,50,BAU,2032,162.139,0.173,162.312,2.935
LANDIS,50,BAU,2033,164.756,0.195,164.952,2.982
LANDIS,50,BAU,2034,167.36,0.217,167.577,3.029
LANDIS,50,BAU,2035,169.91,0.238,170.149,3.075
LANDIS,50,BAU,2036,172.409,0.26,172.668,3.121
LANDIS,50,BAU,2037,174.855,0.28,175.136,3.165
LANDIS,50,BAU,2038,177.326,0.301,177.627,3.21
LANDIS,50,BAU,2039,179.67,0.322,179.992,3.252
LANDIS,50,BAU,2040,181.964,0.342,182.306,3.294
LANDIS,50,BAU,2041,184.205,0.362,184.567,3.334
LANDIS,50,BAU,2042,186.376,0.383,186.759,3.373
LANDIS,50,BAU,2043,188.473,0.403,188.876,3.411
LANDIS,50,BAU,2044,190.5,0.423,190.922,3.448
LANDIS,50,BAU,2045,192.479,0.443,192.922,3.484
LANDIS,50,BAU,2046,194.412,0.462,194.874,3.519
LANDIS,50,BAU,2047,196.297,0.482,196.779,3.553
LANDIS,50,BAU,2048,198.137,0.502,198.639,3.586
LANDIS,50,BAU,2049,200.008,0.521,200.529,3.62
LANDIS,50,BAU,2050,201.836,0.541,202.377,3.653
LANDIS,50,BAU,2051,203.621,0.56,204.181,3.686
LANDIS,50,BAU,2052,205.379,0.579,205.958,3.717
LANDIS,50,BAU,2053,207.109,0.599,207.708,3.749
LANDIS,50,BAU,2054,208.814,0.618,209.432,3.78
LANDIS,50,BAU,2055,210.494,0.637,211.131,3.81
LANDIS,50,BAU,2056,212.148,0.656,212.803,3.84
LANDIS,50,BAU,2057,213.778,0.675,214.452,3.869
LANDIS,50,BAU,2058,215.383,0.693,216.076,3.898
LANDIS,50,BAU,2059,216.964,0.712,217.676,3.927
LANDIS,50,BAU,2060,218.52,0.731,219.25,3.955
LANDIS,50,BAU,2061,220.053,0.749,220.802,3.983
LANDIS,50,BAU,2062,221.549,0.768,222.317,4.01
LANDIS,50,BAU,2063,223.005,0.786,223.791,4.036
LANDIS,50,BAU,2064,224.422,0.805,225.226,4.062
LANDIS,50,BAU,2065,225.808,0.823,226.63,4.087
LANDIS,50,BAU,2066,227.163,0.841,228.004,4.112
LANDIS,50,BAU,2067,228.488,0.859,229.347,4.136
LANDIS,50,BAU,2068,229.784,0.877,230.661,4.159
LANDIS,50,BAU,2069,231.049,0.895,231.943,4.182
LANDIS,50,BAU,2070,232.284,0.913,233.197,4.204
LANDIS,50,BAU,2071,233.489,0.93,234.419,4.226
LANDIS,50,BAU,2072,234.666,0.948,235.613,4.247
LANDIS,50,BAU,2073,235.814,0.965,236.779,4.268
LANDIS,50,BAU,2074,236.932,0.982,237.915,4.288
LANDIS,50,BAU,2075,238.007,1,239.006,4.308
LANDIS,50,BAU,2076,239.038,1.017,240.055,4.327
LANDIS,50,BAU,2077,240.028,1.034,241.061,4.345
LANDIS,50,BAU,2078,240.975,1.05,242.025,4.362
LANDIS,50,BAU,2079,241.879,1.067,242.946,4.378
LANDIS,50,BAU,2080,242.742,1.084,243.826,4.394
LANDIS,50,BAU,2081,243.563,1.1,244.664,4.408
LANDIS,50,BAU,2082,244.343,1.116,245.459,4.423
LANDIS,50,BAU,2083,245.081,1.133,246.214,4.436
LANDIS,50,BAU,2084,245.778,1.149,246.927,4.449
LANDIS,50,BAU,2085,246.449,1.164,247.613,4.461
LANDIS,50,BAU,2086,247.094,1.18,248.275,4.472
LANDIS,50,BAU,2087,247.714,1.196,248.909,4.484
LANDIS,50,BAU,2088,248.306,1.211,249.517,4.494
LANDIS,50,BAU,2089,248.872,1.226,250.099,4.505
LANDIS,50,BAU,2090,248.122,1.242,249.363,4.491
